OrderID,CustomerID,OrderDate,SalesChannel
123,772,2022-06-17 00:00:00,In-store
124,305,2022-02-02 00:00:00,Online
125,1371,2023-05-21 00:00:00,In-store
126,1082,2024-01-29 00:00:00,Online
127,1,2021-11-12 00:00:00,Online
128,1208,2024-04-21 00:00:00,In-store
129,1203,2023-08-08 00:00:00,In-store
130,1149,2024-03-29 00:00:00,In-store
131,2783,2021-11-13 00:00:00,Online
132,945,2023-03-17 00:00:00,In-store
133,703,2023-07-10 00:00:00,Online
134,1555,2024-02-08 00:00:00,In-store
135,2687,2021-07-20 00:00:00,Online
136,2856,2021-10-15 00:00:00,In-store
137,1188,2023-01-11 00:00:00,In-store
138,2049,2021-06-09 00:00:00,Online
139,937,2022-07-05 00:00:00,In-store
140,1994,2021-05-30 00:00:00,Online
141,1285,2021-06-12 00:00:00,In-store
142,2290,2023-01-03 00:00:00,Online
143,371,2023-01-28 00:00:00,In-store
144,2416,2021-11-25 00:00:00,In-store
145,569,2021-11-26 00:00:00,In-store
146,1194,2022-07-15 00:00:00,Online
147,757,2021-11-22 00:00:00,In-store
148,1041,2024-03-03 00:00:00,In-store
149,639,2024-02-26 00:00:00,Online
150,615,2022-11-13 00:00:00,Online
151,2647,2023-06-22 00:00:00,In-store
152,946,2022-07-21 00:00:00,In-store
153,2487,2023-11-28 00:00:00,In-store
154,1954,2023-05-29 00:00:00,In-store
155,567,2021-05-21 00:00:00,Online
156,2442,2021-06-17 00:00:00,Online
157,36,2023-07-28 00:00:00,In-store
158,522,2022-02-04 00:00:00,Online
159,1431,2022-07-06 00:00:00,Online
160,2415,2022-07-14 00:00:00,Online
161,135,2023-04-19 00:00:00,Online
162,1737,2023-09-22 00:00:00,In-store
163,1460,2023-10-31 00:00:00,In-store
164,1639,2023-07-29 00:00:00,Online
165,1512,2021-08-15 00:00:00,In-store
166,1629,2023-05-21 00:00:00,In-store
167,894,2021-07-15 00:00:00,Online
168,378,2023-05-21 00:00:00,In-store
169,1307,2023-07-04 00:00:00,In-store
170,2225,2023-11-10 00:00:00,In-store
171,2671,2023-09-03 00:00:00,In-store
172,1187,2024-02-26 00:00:00,Online
173,1709,2023-03-09 00:00:00,In-store
174,562,2022-05-29 00:00:00,Online
175,307,2021-09-12 00:00:00,In-store
176,2551,2022-07-14 00:00:00,In-store
177,601,2021-05-12 00:00:00,Online
178,1679,2021-12-09 00:00:00,In-store
179,450,2022-09-04 00:00:00,In-store
180,1269,2021-07-03 00:00:00,Online
181,107,2023-11-25 00:00:00,In-store
182,2160,2021-11-04 00:00:00,Online
183,1393,2021-06-04 00:00:00,In-store
184,2368,2023-10-15 00:00:00,In-store
185,392,2023-11-06 00:00:00,Online
186,765,2023-10-07 00:00:00,In-store
187,429,2024-04-25 00:00:00,Online
188,59,2022-04-15 00:00:00,Online
189,2260,2022-01-08 00:00:00,Online
190,2789,2024-05-06 00:00:00,In-store
191,1990,2022-08-06 00:00:00,In-store
192,1061,2024-04-08 00:00:00,Online
193,1267,2022-08-26 00:00:00,In-store
194,2194,2021-08-05 00:00:00,In-store
195,1397,2022-05-13 00:00:00,Online
196,1367,2021-08-20 00:00:00,Online
197,2969,2023-06-14 00:00:00,In-store
198,1871,2023-10-07 00:00:00,In-store
199,2781,2021-05-30 00:00:00,Online
200,1468,2023-10-30 00:00:00,In-store
201,121,2022-08-21 00:00:00,Online
202,295,2022-04-28 00:00:00,In-store
203,1976,2021-06-06 00:00:00,In-store
204,2162,2021-06-03 00:00:00,Online
205,391,2021-05-30 00:00:00,In-store
206,705,2022-07-28 00:00:00,In-store
207,2577,2022-05-28 00:00:00,Online
208,2504,2023-01-17 00:00:00,Online
209,1218,2023-10-10 00:00:00,In-store
210,287,2023-04-03 00:00:00,In-store
211,80,2024-03-01 00:00:00,In-store
212,1920,2021-09-23 00:00:00,Online
213,2797,2021-07-15 00:00:00,In-store
214,943,2022-08-12 00:00:00,Online
215,2087,2022-06-15 00:00:00,In-store
216,1889,2023-06-06 00:00:00,In-store
217,835,2022-09-09 00:00:00,In-store
218,990,2021-06-28 00:00:00,In-store
219,2705,2022-05-03 00:00:00,In-store
220,2512,2023-03-09 00:00:00,In-store
221,2727,2024-03-05 00:00:00,Online
222,1330,2022-08-31 00:00:00,Online
223,2260,2021-07-10 00:00:00,In-store
224,1265,2023-07-01 00:00:00,Online
225,2892,2021-05-20 00:00:00,Online
226,604,2022-01-09 00:00:00,In-store
227,628,2022-03-14 00:00:00,Online
228,2298,2021-09-10 00:00:00,Online
229,2338,2022-05-18 00:00:00,In-store
230,1721,2021-10-06 00:00:00,In-store
231,2231,2022-09-13 00:00:00,In-store
232,2399,2024-04-07 00:00:00,In-store
233,1237,2023-05-06 00:00:00,Online
234,713,2021-09-05 00:00:00,In-store
235,2245,2022-09-06 00:00:00,In-store
236,1298,2021-06-11 00:00:00,In-store
237,2413,2022-05-24 00:00:00,In-store
238,611,2022-04-20 00:00:00,In-store
239,231,2022-06-25 00:00:00,In-store
240,1288,2024-03-20 00:00:00,In-store
241,535,2023-04-11 00:00:00,Online
242,1109,2022-03-05 00:00:00,Online
243,871,2021-07-22 00:00:00,Online
244,1870,2021-06-26 00:00:00,In-store
245,1103,2022-10-29 00:00:00,Online
246,2764,2022-09-11 00:00:00,In-store
247,143,2023-12-14 00:00:00,Online
248,2227,2024-02-18 00:00:00,Online
249,601,2023-05-10 00:00:00,In-store
250,2714,2023-06-22 00:00:00,Online
251,488,2021-06-09 00:00:00,In-store
252,2489,2023-10-08 00:00:00,In-store
253,2856,2022-09-08 00:00:00,In-store
254,2178,2023-08-12 00:00:00,Online
255,642,2021-06-11 00:00:00,Online
256,1102,2024-04-13 00:00:00,Online
257,1111,2023-05-21 00:00:00,Online
258,2323,2023-07-19 00:00:00,Online
259,1322,2022-05-14 00:00:00,Online
260,1484,2023-07-22 00:00:00,Online
261,238,2023-01-08 00:00:00,In-store
262,950,2022-12-17 00:00:00,Online
263,1851,2024-01-29 00:00:00,In-store
264,2614,2023-12-08 00:00:00,In-store
265,168,2023-01-25 00:00:00,In-store
266,2081,2022-11-01 00:00:00,Online
267,328,2024-04-18 00:00:00,In-store
268,363,2021-12-05 00:00:00,In-store
269,160,2022-10-19 00:00:00,In-store
270,1266,2021-08-19 00:00:00,Online
271,2278,2022-03-17 00:00:00,Online
272,285,2021-09-28 00:00:00,Online
273,439,2022-09-29 00:00:00,In-store
274,828,2022-06-21 00:00:00,Online
275,1259,2022-12-21 00:00:00,Online
276,1185,2022-01-03 00:00:00,In-store
277,1341,2024-04-05 00:00:00,Online
278,30,2021-06-09 00:00:00,Online
279,124,2022-11-02 00:00:00,In-store
280,1240,2023-08-11 00:00:00,Online
281,2822,2021-11-18 00:00:00,Online
282,1327,2023-10-06 00:00:00,In-store
283,2673,2021-12-18 00:00:00,In-store
284,2245,2023-01-21 00:00:00,Online
285,892,2022-12-09 00:00:00,In-store
286,752,2023-07-12 00:00:00,In-store
287,351,2021-06-28 00:00:00,In-store
288,2976,2023-11-05 00:00:00,Online
289,2930,2022-08-07 00:00:00,In-store
290,1255,2022-06-19 00:00:00,Online
291,994,2021-08-26 00:00:00,In-store
292,634,2023-08-31 00:00:00,Online
293,16,2022-05-08 00:00:00,In-store
294,1587,2022-11-27 00:00:00,In-store
295,2861,2023-12-22 00:00:00,In-store
296,1478,2022-05-13 00:00:00,Online
297,770,2023-08-09 00:00:00,In-store
298,856,2022-01-01 00:00:00,In-store
299,1310,2024-04-14 00:00:00,Online
300,317,2022-10-26 00:00:00,Online
301,1014,2023-03-22 00:00:00,Online
302,1050,2021-07-14 00:00:00,In-store
303,2693,2023-01-23 00:00:00,In-store
304,2471,2022-02-04 00:00:00,In-store
305,461,2024-04-02 00:00:00,Online
306,2010,2022-02-13 00:00:00,Online
307,257,2023-04-02 00:00:00,Online
308,1065,2021-09-27 00:00:00,Online
309,1397,2021-06-09 00:00:00,In-store
310,1026,2023-06-04 00:00:00,In-store
311,1178,2022-03-11 00:00:00,Online
312,808,2023-11-02 00:00:00,In-store
313,397,2024-03-16 00:00:00,Online
314,2974,2021-11-19 00:00:00,In-store
315,573,2022-09-02 00:00:00,In-store
316,2609,2022-08-14 00:00:00,Online
317,1577,2024-02-26 00:00:00,Online
318,2700,2022-07-02 00:00:00,In-store
319,152,2021-09-02 00:00:00,Online
320,135,2022-02-21 00:00:00,In-store
321,1257,2023-03-17 00:00:00,In-store
322,1828,2021-12-24 00:00:00,In-store
323,2559,2022-08-12 00:00:00,Online
324,2117,2022-12-14 00:00:00,Online
325,554,2021-05-20 00:00:00,Online
326,740,2022-02-06 00:00:00,Online
327,1147,2024-04-23 00:00:00,In-store
328,2064,2021-05-27 00:00:00,In-store
329,2255,2024-03-18 00:00:00,Online
330,443,2023-03-08 00:00:00,In-store
331,2890,2023-04-22 00:00:00,In-store
332,1291,2023-03-21 00:00:00,In-store
333,151,2023-10-18 00:00:00,Online
334,1514,2022-03-28 00:00:00,In-store
335,1302,2022-05-18 00:00:00,Online
336,2551,2023-10-04 00:00:00,Online
337,1618,2023-05-25 00:00:00,Online
338,1108,2022-04-08 00:00:00,In-store
339,2984,2022-01-06 00:00:00,In-store
340,1830,2023-12-27 00:00:00,Online
341,310,2022-05-02 00:00:00,Online
342,1106,2021-05-13 00:00:00,Online
343,2108,2024-01-05 00:00:00,Online
344,904,2022-03-16 00:00:00,In-store
345,1719,2022-02-05 00:00:00,Online
346,1451,2024-01-14 00:00:00,In-store
347,1449,2021-09-21 00:00:00,In-store
348,1979,2022-01-08 00:00:00,Online
349,804,2022-01-08 00:00:00,Online
350,756,2021-07-21 00:00:00,Online
351,353,2023-01-29 00:00:00,Online
352,910,2021-08-13 00:00:00,Online
353,1769,2023-12-21 00:00:00,Online
354,1298,2024-04-08 00:00:00,In-store
355,74,2022-11-11 00:00:00,Online
356,2908,2022-03-17 00:00:00,In-store
357,1966,2022-05-20 00:00:00,In-store
358,141,2023-11-19 00:00:00,In-store
359,1642,2022-03-09 00:00:00,In-store
360,288,2023-07-17 00:00:00,In-store
361,138,2023-03-26 00:00:00,Online
362,2538,2022-03-20 00:00:00,Online
363,901,2021-07-24 00:00:00,In-store
364,2860,2022-12-16 00:00:00,Online
365,2561,2023-07-27 00:00:00,In-store
366,774,2024-02-08 00:00:00,Online
367,2893,2024-04-18 00:00:00,Online
368,747,2021-05-09 00:00:00,In-store
369,2240,2022-03-02 00:00:00,In-store
370,2376,2023-12-06 00:00:00,In-store
371,1399,2022-02-14 00:00:00,In-store
372,2663,2023-03-20 00:00:00,Online
373,1287,2023-03-29 00:00:00,Online
374,2992,2021-07-02 00:00:00,Online
375,1878,2022-01-23 00:00:00,In-store
376,997,2024-01-23 00:00:00,In-store
377,2253,2022-09-27 00:00:00,Online
378,907,2021-07-08 00:00:00,Online
379,731,2023-09-14 00:00:00,In-store
380,2566,2021-08-29 00:00:00,In-store
381,1912,2021-12-22 00:00:00,In-store
382,623,2023-05-14 00:00:00,Online
383,955,2023-11-19 00:00:00,In-store
384,314,2022-08-30 00:00:00,Online
385,1049,2023-05-18 00:00:00,Online
386,282,2023-04-09 00:00:00,In-store
387,26,2022-12-07 00:00:00,In-store
388,2663,2023-10-08 00:00:00,In-store
389,706,2022-08-28 00:00:00,Online
390,2261,2023-03-28 00:00:00,Online
391,2536,2024-02-03 00:00:00,Online
392,576,2022-08-02 00:00:00,In-store
393,2266,2022-12-06 00:00:00,Online
394,2455,2023-05-18 00:00:00,In-store
395,2345,2023-03-19 00:00:00,In-store
396,2033,2023-08-31 00:00:00,In-store
397,729,2023-09-04 00:00:00,In-store
398,2654,2023-07-11 00:00:00,Online
399,558,2022-01-21 00:00:00,In-store
400,520,2023-06-10 00:00:00,Online
401,589,2023-11-03 00:00:00,In-store
402,1730,2024-01-10 00:00:00,Online
403,1486,2024-02-21 00:00:00,In-store
404,2036,2024-01-03 00:00:00,In-store
405,2699,2023-11-10 00:00:00,In-store
406,1779,2022-06-11 00:00:00,In-store
407,2176,2024-03-28 00:00:00,In-store
408,2132,2023-08-11 00:00:00,Online
409,107,2024-04-10 00:00:00,Online
410,2452,2022-06-09 00:00:00,In-store
411,1333,2021-12-05 00:00:00,Online
412,2340,2021-09-24 00:00:00,In-store
413,2303,2021-07-29 00:00:00,Online
414,987,2023-01-16 00:00:00,In-store
415,81,2021-06-24 00:00:00,In-store
416,1829,2024-02-28 00:00:00,In-store
417,1053,2023-09-23 00:00:00,In-store
418,2280,2022-03-09 00:00:00,Online
419,2541,2023-06-10 00:00:00,Online
420,2181,2023-10-19 00:00:00,Online
421,2162,2021-07-09 00:00:00,Online
422,2201,2023-07-03 00:00:00,In-store
423,76,2021-12-25 00:00:00,In-store
424,2019,2022-01-26 00:00:00,Online
425,501,2022-07-09 00:00:00,Online
426,348,2022-11-14 00:00:00,In-store
427,619,2023-06-23 00:00:00,In-store
428,1004,2022-01-21 00:00:00,In-store
429,743,2023-03-03 00:00:00,Online
430,799,2023-07-31 00:00:00,In-store
431,342,2023-12-15 00:00:00,In-store
432,213,2022-10-18 00:00:00,In-store
433,138,2021-10-27 00:00:00,In-store
434,421,2021-12-17 00:00:00,In-store
435,199,2022-10-24 00:00:00,In-store
436,1893,2023-02-01 00:00:00,In-store
437,894,2022-10-18 00:00:00,Online
438,1268,2022-02-04 00:00:00,In-store
439,2983,2023-02-09 00:00:00,Online
440,2353,2022-11-02 00:00:00,In-store
441,38,2021-06-21 00:00:00,In-store
442,2880,2023-04-25 00:00:00,In-store
443,1933,2024-04-05 00:00:00,In-store
444,2438,2023-06-17 00:00:00,Online
445,1262,2021-10-17 00:00:00,In-store
446,291,2021-05-24 00:00:00,Online
447,2691,2021-06-16 00:00:00,Online
448,640,2023-12-30 00:00:00,In-store
449,1710,2024-03-07 00:00:00,In-store
450,676,2021-10-20 00:00:00,In-store
451,2761,2022-12-27 00:00:00,In-store
452,1225,2022-01-16 00:00:00,In-store
453,2594,2023-04-12 00:00:00,In-store
454,1175,2022-08-05 00:00:00,Online
455,1040,2023-09-08 00:00:00,Online
456,2586,2021-09-24 00:00:00,Online
457,728,2021-05-28 00:00:00,In-store
458,2538,2023-03-21 00:00:00,Online
459,2492,2022-09-26 00:00:00,In-store
460,1493,2022-05-11 00:00:00,In-store
461,1200,2023-06-16 00:00:00,Online
462,2886,2022-04-14 00:00:00,Online
463,546,2022-03-09 00:00:00,In-store
464,1032,2022-11-05 00:00:00,In-store
465,180,2023-04-04 00:00:00,In-store
466,897,2024-05-07 00:00:00,Online
467,1536,2022-03-08 00:00:00,Online
468,1755,2021-11-22 00:00:00,In-store
469,1220,2021-06-09 00:00:00,Online
470,1165,2024-03-25 00:00:00,Online
471,2256,2022-07-11 00:00:00,Online
472,592,2021-12-05 00:00:00,In-store
473,1287,2021-07-31 00:00:00,In-store
474,175,2021-05-28 00:00:00,In-store
475,2449,2024-01-28 00:00:00,In-store
476,532,2021-07-03 00:00:00,In-store
477,376,2021-11-25 00:00:00,Online
478,406,2023-08-12 00:00:00,Online
479,2788,2024-02-02 00:00:00,Online
480,1533,2021-12-27 00:00:00,Online
481,1978,2023-03-30 00:00:00,In-store
482,691,2021-07-17 00:00:00,In-store
483,1353,2021-11-22 00:00:00,In-store
484,1709,2022-08-18 00:00:00,Online
485,2439,2024-02-25 00:00:00,In-store
486,1485,2023-05-22 00:00:00,In-store
487,2362,2021-12-18 00:00:00,Online
488,530,2022-10-09 00:00:00,Online
489,2023,2024-04-20 00:00:00,In-store
490,1136,2023-11-13 00:00:00,In-store
491,2328,2021-10-11 00:00:00,Online
492,854,2022-07-18 00:00:00,Online
493,618,2024-01-03 00:00:00,In-store
494,275,2023-04-18 00:00:00,Online
495,1084,2023-08-15 00:00:00,Online
496,364,2022-04-10 00:00:00,In-store
497,2627,2022-11-10 00:00:00,Online
498,1422,2023-11-18 00:00:00,Online
499,1701,2023-06-17 00:00:00,In-store
500,2310,2022-04-16 00:00:00,Online
501,253,2021-11-24 00:00:00,Online
502,972,2024-03-03 00:00:00,In-store
503,2653,2021-08-02 00:00:00,Online
504,2530,2022-11-22 00:00:00,In-store
505,1478,2022-06-12 00:00:00,In-store
506,835,2022-03-21 00:00:00,In-store
507,2412,2023-09-22 00:00:00,Online
508,116,2021-11-09 00:00:00,Online
509,1229,2022-06-26 00:00:00,Online
510,2317,2022-01-30 00:00:00,In-store
511,1160,2022-04-05 00:00:00,Online
512,623,2021-08-10 00:00:00,Online
513,338,2022-07-14 00:00:00,Online
514,1609,2023-04-17 00:00:00,In-store
515,1581,2022-03-11 00:00:00,Online
516,1952,2022-06-23 00:00:00,In-store
517,2459,2021-07-04 00:00:00,In-store
518,270,2021-05-27 00:00:00,In-store
519,2039,2023-10-18 00:00:00,In-store
520,2483,2022-06-20 00:00:00,In-store
521,2745,2022-09-27 00:00:00,Online
522,2004,2023-01-31 00:00:00,In-store
523,2817,2024-04-02 00:00:00,In-store
524,1360,2023-01-03 00:00:00,Online
525,1392,2023-07-17 00:00:00,In-store
526,1335,2022-10-16 00:00:00,In-store
527,2316,2022-07-02 00:00:00,Online
528,2101,2023-03-04 00:00:00,In-store
529,169,2024-03-08 00:00:00,In-store
530,393,2021-05-21 00:00:00,Online
531,802,2021-11-20 00:00:00,Online
532,1735,2022-05-05 00:00:00,Online
533,452,2021-10-13 00:00:00,In-store
534,2009,2021-11-04 00:00:00,In-store
535,1617,2021-07-06 00:00:00,In-store
536,1099,2022-12-27 00:00:00,In-store
537,1476,2022-12-13 00:00:00,Online
538,1482,2023-05-03 00:00:00,Online
539,1045,2023-03-17 00:00:00,In-store
540,672,2021-06-26 00:00:00,Online
541,1977,2023-06-02 00:00:00,Online
542,2909,2022-07-29 00:00:00,Online
543,1434,2022-09-24 00:00:00,In-store
544,1761,2024-04-29 00:00:00,In-store
545,2060,2023-07-01 00:00:00,In-store
546,2065,2022-07-23 00:00:00,Online
547,178,2021-07-06 00:00:00,Online
548,229,2021-12-07 00:00:00,In-store
549,2488,2023-12-11 00:00:00,In-store
550,2632,2021-05-14 00:00:00,Online
551,2541,2024-03-20 00:00:00,Online
552,792,2022-04-03 00:00:00,In-store
553,1456,2022-09-06 00:00:00,Online
554,2393,2022-04-23 00:00:00,In-store
555,2298,2022-06-22 00:00:00,In-store
556,1537,2024-01-29 00:00:00,In-store
557,577,2021-08-07 00:00:00,In-store
558,2542,2021-12-27 00:00:00,In-store
559,391,2024-01-04 00:00:00,In-store
560,2178,2021-09-19 00:00:00,In-store
561,2153,2021-09-29 00:00:00,In-store
562,1775,2023-10-02 00:00:00,Online
563,2235,2023-10-16 00:00:00,Online
564,2138,2021-05-11 00:00:00,Online
565,350,2022-11-29 00:00:00,In-store
566,1384,2023-11-23 00:00:00,Online
567,2675,2024-02-07 00:00:00,Online
568,1100,2022-07-31 00:00:00,In-store
569,2012,2023-10-10 00:00:00,Online
570,895,2022-01-04 00:00:00,In-store
571,77,2021-09-05 00:00:00,In-store
572,241,2021-06-18 00:00:00,Online
573,968,2022-08-03 00:00:00,In-store
574,1022,2024-01-31 00:00:00,Online
575,1228,2023-01-20 00:00:00,In-store
576,2735,2023-01-14 00:00:00,In-store
577,2464,2024-03-04 00:00:00,Online
578,2887,2021-12-17 00:00:00,Online
579,1475,2022-02-02 00:00:00,In-store
580,2469,2023-03-14 00:00:00,Online
581,1736,2023-10-11 00:00:00,In-store
582,1312,2024-01-05 00:00:00,Online
583,843,2022-02-02 00:00:00,In-store
584,189,2021-07-05 00:00:00,Online
585,1751,2022-05-24 00:00:00,In-store
586,2986,2022-05-17 00:00:00,Online
587,1891,2021-10-09 00:00:00,In-store
588,1809,2022-07-01 00:00:00,In-store
589,907,2023-07-26 00:00:00,Online
590,855,2021-11-17 00:00:00,In-store
591,927,2021-06-17 00:00:00,In-store
592,2898,2022-10-28 00:00:00,In-store
593,2402,2021-12-07 00:00:00,In-store
594,661,2023-10-31 00:00:00,In-store
595,39,2024-03-12 00:00:00,In-store
596,1569,2023-03-04 00:00:00,In-store
597,992,2023-08-09 00:00:00,Online
598,1052,2022-03-29 00:00:00,Online
599,2605,2022-06-14 00:00:00,In-store
600,2308,2022-10-03 00:00:00,Online
601,1375,2022-09-17 00:00:00,Online
602,399,2022-10-26 00:00:00,In-store
603,1057,2024-01-23 00:00:00,In-store
604,2705,2021-10-29 00:00:00,In-store
605,1925,2021-11-24 00:00:00,Online
606,2229,2021-12-16 00:00:00,In-store
607,2879,2024-01-05 00:00:00,In-store
608,2757,2022-03-03 00:00:00,In-store
609,1112,2022-08-27 00:00:00,In-store
610,2690,2023-02-12 00:00:00,Online
611,367,2022-04-12 00:00:00,In-store
612,894,2023-09-26 00:00:00,Online
613,1114,2021-10-19 00:00:00,In-store
614,877,2024-02-12 00:00:00,Online
615,584,2023-10-22 00:00:00,Online
616,738,2022-11-03 00:00:00,Online
617,357,2022-08-12 00:00:00,Online
618,2543,2023-01-23 00:00:00,Online
619,1287,2023-12-28 00:00:00,Online
620,1377,2021-09-25 00:00:00,In-store
621,1777,2023-03-17 00:00:00,Online
622,257,2021-12-19 00:00:00,In-store
623,1472,2021-10-16 00:00:00,In-store
624,1219,2021-09-23 00:00:00,In-store
625,2749,2021-07-20 00:00:00,Online
626,2652,2021-08-29 00:00:00,In-store
627,420,2021-11-12 00:00:00,Online
628,2099,2021-12-25 00:00:00,In-store
629,2794,2023-06-01 00:00:00,In-store
630,1471,2022-03-18 00:00:00,Online
631,1609,2021-09-11 00:00:00,In-store
632,1605,2021-06-12 00:00:00,Online
633,909,2023-11-11 00:00:00,In-store
634,2365,2021-10-16 00:00:00,Online
635,1569,2023-12-11 00:00:00,Online
636,741,2022-06-07 00:00:00,Online
637,1738,2022-04-01 00:00:00,Online
638,263,2023-01-18 00:00:00,Online
639,1182,2023-04-22 00:00:00,Online
640,1813,2022-09-13 00:00:00,Online
641,1503,2024-03-26 00:00:00,In-store
642,2443,2021-10-04 00:00:00,In-store
643,2844,2023-05-25 00:00:00,In-store
644,2526,2023-07-02 00:00:00,In-store
645,2107,2023-05-20 00:00:00,In-store
646,1787,2022-11-28 00:00:00,In-store
647,1678,2022-09-19 00:00:00,In-store
648,1869,2023-09-21 00:00:00,Online
649,963,2023-12-24 00:00:00,Online
650,251,2022-01-02 00:00:00,In-store
651,114,2021-09-20 00:00:00,Online
652,842,2022-12-30 00:00:00,In-store
653,2957,2022-10-28 00:00:00,Online
654,949,2021-08-01 00:00:00,Online
655,2287,2022-04-08 00:00:00,In-store
656,1548,2022-10-19 00:00:00,Online
657,802,2024-03-03 00:00:00,Online
658,2557,2023-11-20 00:00:00,Online
