OrderDetailID,OrderID,ProductID,Quantity
354,354,196,1
355,355,43,1
356,356,72,6
357,357,440,6
358,358,69,7
359,359,312,2
360,360,365,3
361,361,187,2
362,362,192,9
363,363,76,3
364,364,168,4
365,365,40,3
366,366,317,2
367,367,287,8
368,368,283,2
369,369,66,3
370,370,110,5
371,371,20,2
372,372,45,9
373,373,292,8
374,374,468,7
375,375,80,4
376,376,279,7
377,377,60,5
378,378,201,4
379,379,481,3
380,380,48,9
381,381,119,9
382,382,478,2
383,383,412,7
384,384,323,5
385,385,363,5
386,386,159,2
387,387,383,2
388,388,294,9
389,389,375,1
390,390,21,4
391,391,73,5
392,392,365,8
393,393,147,4
394,394,471,9
395,395,352,3
396,396,211,3
397,397,407,2
398,398,7,8
399,399,127,5
400,400,493,5
401,401,318,9
402,402,116,5
403,403,275,4
404,404,210,8
405,405,216,5
406,406,312,1
407,407,273,9
408,408,286,1
409,409,355,2
410,410,461,5
411,411,430,3
412,412,462,3
413,413,166,8
414,414,196,8
415,415,489,4
416,416,46,1
417,417,461,5
418,418,264,4
419,419,91,6
420,420,87,4
421,421,39,3
422,422,55,9
423,423,16,9
424,424,286,1
425,425,413,1
426,426,119,5
427,427,116,8
428,428,371,9
429,429,65,2
430,430,454,6
431,431,144,5
432,432,268,4
433,433,357,3
434,434,188,5
435,435,312,4
436,436,269,8
437,437,381,4
438,438,411,9
439,439,389,1
440,440,13,3
441,441,335,5
442,442,140,2
443,443,391,4
444,444,366,6
445,445,234,2
446,446,46,7
447,447,42,9
448,448,348,3
449,449,484,5
450,450,152,1
451,451,165,2
452,452,467,7
453,453,25,5
454,454,96,3
455,455,431,4
456,456,7,4
457,457,332,4
458,458,314,1
459,459,236,5
460,460,203,1
461,461,213,1
462,462,478,5
463,463,212,3
464,464,92,3
465,465,64,6
466,466,466,6
467,467,188,4
468,468,496,5
469,469,92,1
470,470,68,3
471,471,16,3
472,472,220,5
473,473,349,3
474,474,134,2
475,475,304,4
476,476,496,6
477,477,283,9
478,478,388,8
479,479,212,1
480,480,266,8
481,481,18,6
482,482,474,5
483,483,86,2
484,484,126,6
485,485,116,9
486,486,333,7
487,487,314,3
488,488,478,1
489,489,131,1
490,490,40,5
491,491,155,1
492,492,351,3
493,493,142,9
494,494,496,7
495,495,132,4
496,496,91,1
497,497,497,3
498,498,136,2
499,499,117,2
500,500,472,1
501,501,375,1
502,502,287,4
503,503,263,5
504,504,269,2
505,505,316,6
506,506,329,8
507,507,128,4
508,508,82,1
509,509,260,6
510,510,239,2
511,511,346,8
512,512,484,6
513,513,431,6
514,514,375,7
515,515,246,1
516,516,121,6
517,517,24,4
518,518,179,5
519,519,154,5
520,520,284,5
521,521,42,5
522,522,362,6
523,523,331,8
524,524,299,4
525,525,256,4
526,526,349,6
527,527,137,4
528,528,401,1
529,529,306,9
530,530,184,3
531,531,63,6
532,532,365,5
533,533,285,4
534,534,52,1
535,535,165,8
536,536,135,3
537,537,383,3
538,538,209,2
539,539,45,8
540,540,67,4
541,541,17,8
542,542,91,2
543,543,298,2
544,544,407,9
545,545,450,9
546,546,340,9
547,547,229,8
548,548,8,6
549,549,192,8
550,550,441,9
551,551,175,5
552,552,11,8
553,553,312,6
554,554,429,9
555,555,212,6
556,556,232,7
557,557,271,8
558,558,333,1
559,559,345,5
560,560,311,1
561,561,337,4
562,562,234,1
563,563,314,9
564,564,415,5
565,565,356,9
566,566,126,7
567,567,334,8
568,568,280,9
569,569,251,2
570,570,463,1
571,571,321,5
572,572,151,4
573,573,152,8
574,574,324,9
575,575,93,8
576,576,482,3
577,577,165,5
578,578,396,8
579,579,164,8
580,580,1,7
581,581,96,2
582,582,111,2
583,583,127,3
584,584,68,4
585,585,374,2
586,586,39,3
587,587,227,8
588,588,21,7
589,589,138,3
590,590,361,5
591,591,134,9
592,592,183,9
593,593,255,6
594,594,491,4
595,595,141,6
596,596,149,2
597,597,412,5
598,598,194,1
599,599,46,2
600,600,27,1
601,601,42,8
602,602,252,9
603,603,38,8
604,604,306,5
605,605,448,8
606,606,127,3
607,607,93,9
608,608,159,4
609,609,357,7
610,610,338,4
611,611,304,8
612,612,385,6
613,613,213,3
614,614,207,2
615,615,249,2
616,616,336,4
617,617,172,8
618,618,366,6
619,619,448,5
620,620,465,2
621,621,66,3
622,622,478,2
623,623,459,4
624,624,94,2
625,625,464,8
626,626,112,6
627,627,112,7
628,628,36,5
629,629,300,6
630,630,122,9
631,631,466,9
632,632,256,8
633,633,300,9
634,634,155,4
635,635,415,3
636,636,369,7
637,637,84,3
638,638,391,7
639,639,103,7
640,640,397,5
641,641,174,1
642,642,416,2
643,643,384,6
644,644,432,8
645,645,187,7
646,646,453,2
647,647,273,7
648,648,378,6
649,649,72,9
650,650,194,8
651,651,405,8
652,652,79,9
653,653,32,2
654,654,391,8
655,655,241,8
656,656,50,8
657,657,334,9
658,658,96,4
659,659,15,2
660,660,375,3
661,661,378,4
662,662,119,7
663,663,91,2
664,664,116,7
665,665,156,2
666,666,103,2
667,667,162,4
668,668,197,1
669,669,153,9
670,670,47,2
671,671,304,2
672,672,169,7
673,673,133,6
674,674,206,3
675,675,59,2
676,676,213,3
677,677,2,4
678,678,296,8
679,679,68,3
680,680,137,7
681,681,413,4
682,682,238,1
683,683,421,2
684,684,341,5
685,685,466,7
686,686,270,7
687,687,429,5
688,688,420,5
689,689,229,4
690,690,197,1
691,691,424,7
692,692,5,4
693,693,389,8
694,694,226,7
695,695,470,8
696,696,172,7
697,697,39,2
698,698,213,5
699,699,378,7
700,700,162,4
701,701,151,3
702,702,184,2
703,703,135,8
704,704,310,1
705,705,67,2
706,706,48,6
707,707,447,9
708,708,355,3
709,709,2,9
710,710,56,5
711,711,438,4
712,712,361,6
713,713,303,2
714,714,421,9
715,715,153,5
716,716,57,9
717,717,344,4
718,718,305,3
719,719,170,2
720,720,380,1
721,721,95,8
722,722,207,3
723,723,67,3
724,724,311,6
725,725,299,8
726,726,345,6
727,727,428,2
728,728,94,8
729,729,425,9
730,730,344,3
731,731,6,5
732,732,312,2
733,733,332,7
734,734,19,7
735,735,258,6
736,736,25,5
737,737,280,2
738,738,190,3
739,739,134,2
740,740,205,1
741,741,339,4
742,742,41,8
743,743,118,6
744,744,352,7
745,745,345,9
746,746,44,2
747,747,237,1
748,748,107,3
749,749,453,7
750,750,28,8
751,751,310,9
752,752,308,7
753,753,75,5
754,754,197,6
755,755,271,5
756,756,46,5
757,757,146,6
758,758,68,3
759,759,358,4
760,760,396,8
761,761,246,1
762,762,390,4
763,763,212,3
764,764,21,9
765,765,372,4
766,766,200,4
767,767,470,6
768,768,43,5
769,769,319,3
770,770,410,5
771,771,316,8
772,772,443,2
773,773,117,8
774,774,101,1
775,775,218,5
776,776,342,4
777,777,75,4
778,778,121,9
779,779,308,4
780,780,304,2
781,781,154,6
782,782,147,8
783,783,395,6
784,784,293,2
785,785,395,6
786,786,390,6
787,787,278,7
788,788,101,2
789,789,40,5
790,790,215,4
791,791,493,7
792,792,440,2
793,793,427,9
794,794,385,8
795,795,364,6
796,796,414,4
797,797,180,7
798,798,459,3
799,799,331,6
800,800,64,8
801,801,71,3
802,802,290,3
803,803,68,3
804,804,174,7
805,805,293,9
806,806,14,2
807,807,83,4
808,808,37,2
809,809,488,5
810,810,283,7
811,811,87,4
812,812,145,8
813,813,157,6
814,814,389,7
815,815,499,5
816,816,425,7
817,817,382,3
818,818,456,4
819,819,222,4
820,820,286,2
821,821,117,9
822,822,453,3
823,823,119,7
824,824,497,4
825,825,392,1
826,826,301,3
827,827,158,6
828,828,440,1
829,829,148,2
830,830,336,5
831,831,244,3
832,832,127,6
833,833,180,2
834,834,322,6
835,835,45,8
836,836,190,9
837,837,395,2
838,838,434,3
839,839,151,6
840,840,17,7
841,841,102,7
842,842,145,2
843,843,288,9
844,844,34,3
845,845,368,7
846,846,133,6
847,847,288,9
848,848,160,3
849,849,221,6
850,850,237,9
851,851,434,7
852,852,315,2
853,853,408,3
854,854,385,1
855,855,148,6
856,856,480,4
857,857,167,1
858,858,245,6
859,859,248,4
860,860,297,8
861,861,498,5
862,862,283,1
863,863,315,9
864,864,438,1
865,865,219,7
866,866,270,7
867,867,297,6
868,868,49,1
869,869,404,6
870,870,164,3
871,871,44,6
872,872,247,4
873,873,64,5
874,874,297,7
875,875,4,3
876,876,400,2
877,877,93,5
878,878,335,7
879,879,264,6
880,880,279,8
881,881,400,9
882,882,78,7
883,883,276,8
884,884,153,9
885,885,396,6
886,886,406,6
887,887,419,4
888,888,249,3
889,889,49,2
890,890,176,5
891,891,255,9
892,892,292,3
893,893,279,7
894,894,404,2
895,895,459,7
896,896,63,2
897,897,105,6
898,898,155,2
899,899,107,7
900,900,197,2
901,901,368,4
902,902,7,4
903,903,312,9
904,904,173,3
905,905,413,3
906,906,245,7
907,907,369,2
908,908,450,3
909,909,162,3
910,910,96,6
911,911,18,8
912,912,40,5
913,913,177,8
914,914,152,4
915,915,234,6
916,916,158,7
917,917,15,5
918,918,246,8
919,919,357,4
920,920,15,8
921,921,413,8
922,922,336,1
923,923,356,5
924,924,331,9
925,925,12,9
926,926,212,2
927,927,349,2
928,928,488,5
929,929,87,2
930,930,442,1
931,931,486,1
932,932,146,2
933,933,274,1
934,934,469,5
935,935,469,3
936,936,316,4
937,937,105,8
938,938,118,3
939,939,231,9
940,940,336,1
941,941,295,5
942,942,234,2
943,943,307,2
944,944,9,6
945,945,114,6
946,946,398,1
947,947,70,5
948,948,139,9
949,949,422,3
950,950,57,5
951,951,182,3
952,952,177,1
953,953,143,9
954,954,45,2
955,955,151,4
956,956,473,6
957,957,272,8
958,958,242,3
959,959,340,1
960,960,308,9
961,961,463,2
962,962,102,3
963,963,273,5
964,964,31,7
965,965,147,9
966,966,18,3
967,967,358,9
968,968,89,9
969,969,259,8
970,970,70,3
971,971,300,4
972,972,115,9
973,973,413,5
974,974,259,7
975,975,323,5
976,976,307,6
977,977,130,7
978,978,9,9
979,979,408,8
980,980,356,8
981,981,417,5
982,982,173,4
983,983,110,9
984,984,48,9
985,985,63,5
986,986,115,9
987,987,252,3
988,988,89,1
989,989,292,8
990,990,207,9
991,991,463,5
992,992,49,6
993,993,116,5
994,994,113,9
995,995,238,8
996,996,303,9
997,997,162,5
998,998,6,4
999,999,162,6
1000,1000,112,8
1001,1001,186,6
1002,1002,352,5
1003,1003,217,7
1004,1004,221,4
1005,1005,425,6
1006,1006,41,6
1007,1007,226,2
1008,1008,123,8
1009,1009,107,7
1010,1010,270,8
1011,1011,383,5
1012,1012,367,3
1013,1013,334,5
1014,1014,32,3
1015,1015,241,7
1016,1016,332,3
1017,1017,245,3
1018,1018,188,9
1019,1019,6,9
1020,1020,58,4
1021,1021,314,6
1022,1022,262,3
1023,1023,178,5
1024,1024,173,7
1025,1025,247,8
1026,1026,6,7
1027,1027,196,6
1028,1028,399,2
1029,1029,381,5
1030,1030,433,1
1031,1031,135,2
1032,1032,437,1
1033,1033,51,8
1034,1034,157,6
1035,1035,364,2
1036,1036,364,7
1037,1037,497,3
1038,1038,26,2
1039,1039,419,3
1040,1040,360,7
1041,1041,367,3
1042,1042,61,3
1043,1043,11,4
1044,1044,395,6
1045,1045,110,9
1046,1046,9,9
1047,1047,193,8
1048,1048,282,2
1049,1049,163,1
1050,1050,424,4
1051,1051,131,1
1052,1052,475,5
1053,1053,215,2
1054,1054,60,8
1055,1055,35,9
1056,1056,484,5
1057,1057,318,9
1058,1058,350,5
1059,1059,206,6
1060,1060,341,1
1061,1061,484,6
1062,1062,155,5
1063,1063,181,9
1064,1064,296,7
1065,1065,349,6
1066,1066,84,4
1067,1067,48,3
1068,1068,363,8
1069,1069,17,6
1070,1070,426,5
1071,1071,136,7
1072,1072,305,7
1073,1073,392,9
1074,1074,383,7
1075,1075,245,6
1076,1076,293,8
1077,1077,155,1
1078,1078,422,8
1079,1079,413,5
1080,1080,499,2
1081,1081,147,9
1082,1082,315,7
1083,1083,482,8
1084,1084,192,4
1085,1085,285,9
1086,1086,362,8
1087,1087,441,3
1088,1088,254,9
1089,1089,130,2
1090,1090,184,9
1091,1091,194,7
1092,1092,306,2
1093,1093,6,9
1094,1094,410,5
1095,1095,77,8
1096,1096,279,8
1097,1097,41,2
1098,1098,144,5
1099,1099,399,3
1100,1100,313,3
1101,1101,50,5
1102,1102,190,6
1103,1103,446,8
1104,1104,52,7
1105,1105,112,8
1106,1106,12,7
1107,1107,450,3
1108,1108,14,1
1109,1109,202,7
1110,1110,199,6
1111,1111,65,6
1112,1112,205,7
1113,1113,456,1
1114,1114,295,8
1115,1115,81,2
1116,1116,68,4
1117,1117,231,2
1118,1118,19,5
1119,1119,439,1
1120,1120,296,3
1121,1121,423,2
1122,1122,394,6
1123,1123,450,1
1124,1124,57,1
1125,1125,122,7
1126,1126,208,2
1127,1127,278,8
1128,1128,491,3
1129,1129,475,5
1130,1130,406,2
1131,1131,232,7
1132,1132,118,9
1133,1133,70,4
1134,1134,4,7
1135,1135,81,3
1136,1136,169,7
1137,1137,86,5
1138,1138,307,7
1139,1139,324,4
1140,1140,306,9
1141,1141,69,5
1142,1142,325,6
1143,1143,407,7
1144,1144,152,6
1145,1145,261,2
1146,1146,208,1
1147,1147,43,9
1148,1148,253,7
1149,1149,450,4
1150,1150,393,5
1151,1151,341,7
1152,1152,232,2
1153,1153,276,6
1154,1154,275,2
1155,1155,178,8
1156,1156,423,4
1157,1157,480,5
1158,1158,312,3
1159,1159,21,8
1160,1160,42,2
1161,1161,21,2
1162,1162,481,7
1163,1163,18,9
1164,1164,53,4
1165,1165,393,3
1166,1166,477,6
1167,1167,291,7
1168,1168,91,6
1169,1169,248,2
1170,1170,369,9
1171,1171,264,6
1172,1172,437,5
1173,1173,320,3
1174,1174,411,9
1175,1175,481,9
1176,1176,348,5
1177,1177,35,8
1178,1178,493,4
1179,1179,373,9
1180,1180,145,8
1181,1181,348,2
1182,1182,107,7
1183,1183,351,1
1184,1184,194,7
1185,1185,91,1
1186,1186,333,7
1187,1187,172,2
1188,1188,417,1
1189,1189,436,5
1190,1190,351,5
1191,1191,356,5
1192,1192,212,6
1193,1193,100,6
1194,1194,198,5
1195,1195,298,9
1196,1196,497,2
1197,1197,211,6
1198,1198,170,3
1199,1199,411,7
1200,1200,2,6
1201,1201,216,2
1202,1202,383,1
1203,1203,460,3
1204,1204,466,5
1205,1205,372,5
1206,1206,351,2
1207,1207,205,5
1208,1208,198,8
1209,1209,431,1
1210,1210,50,6
1211,1211,41,3
1212,1212,326,8
1213,1213,190,3
1214,1214,164,7
1215,1215,475,3
1216,1216,496,6
1217,1217,331,2
1218,1218,339,3
1219,1219,153,4
1220,1220,116,7
1221,1221,399,7
1222,1222,298,4
1223,1223,173,4
1224,1224,37,8
1225,1225,283,3
1226,1226,108,5
1227,1227,373,5
1228,1228,354,9
1229,1229,106,1
1230,1230,395,5
1231,1231,325,2
1232,1232,260,5
1233,1233,274,8
1234,1234,53,4
1235,1235,78,7
1236,1236,434,9
1237,1237,367,6
1238,1238,378,6
1239,1239,170,3
1240,1240,432,2
1241,1241,9,1
1242,1242,380,4
1243,1243,381,3
1244,1244,461,9
1245,1245,57,5
1246,1246,426,6
1247,1247,348,4
1248,1248,297,1
1249,1249,231,2
1250,1250,389,1
1251,1251,418,2
1252,1252,403,2
1253,1253,474,5
1254,1254,75,2
1255,1255,378,7
1256,1256,402,4
1257,1257,259,6
1258,1258,423,8
1259,1259,235,3
1260,1260,467,1
1261,1261,38,6
1262,1262,105,3
1263,1263,69,1
1264,1264,301,4
1265,1265,23,7
1266,1266,163,1
1267,1267,231,7
1268,1268,190,1
1269,1269,367,8
1270,1270,113,1
1271,1271,12,4
1272,1272,96,5
1273,1273,387,8
1274,1274,41,8
1275,1275,73,2
1276,1276,57,2
1277,1277,70,8
1278,1278,160,7
1279,1279,42,1
1280,1280,432,2
1281,1281,476,2
1282,1282,243,7
1283,1283,478,3
1284,1284,419,7
1285,1285,324,5
1286,1286,143,3
1287,1287,4,9
1288,1288,396,3
1289,1289,303,5
1290,1290,130,3
1291,1291,169,7
1292,1292,469,9
1293,1293,140,2
1294,1294,477,6
1295,1295,403,1
1296,1296,9,8
1297,1297,317,3
1298,1298,58,2
1299,1299,423,6
1300,1300,53,9
1301,1301,368,2
1302,1302,112,5
1303,1303,343,9
1304,1304,90,4
1305,1305,90,6
1306,1306,245,5
1307,1307,14,4
1308,1308,496,2
1309,1309,495,8
1310,1310,399,6
1311,1311,307,5
1312,1312,341,1
1313,1313,156,4
1314,1314,252,4
1315,1315,456,1
1316,1316,232,8
1317,1317,120,7
1318,1318,245,5
1319,1319,304,9
1320,1320,449,4
1321,1321,484,8
1322,1322,394,2
1323,1323,46,3
1324,1324,311,1
1325,1325,66,3
1326,1326,153,5
1327,1327,387,2
1328,1328,424,9
1329,1329,387,4
1330,1330,409,3
1331,1331,347,8
1332,1332,260,6
1333,1333,461,7
1334,1334,151,5
1335,1335,7,7
1336,1336,481,4
1337,1337,466,4
1338,1338,159,3
1339,1339,12,4
1340,1340,392,8
1341,1341,459,5
1342,1342,242,4
1343,1343,279,4
1344,1344,32,5
1345,1345,293,7
1346,1346,59,6
1347,1347,484,3
1348,1348,430,9
1349,1349,79,1
1350,1350,408,2
1351,1351,30,3
1352,1352,37,6
1353,1353,303,3
1354,1354,358,9
1355,1355,323,6
1356,1356,447,4
1357,1357,349,5
1358,1358,216,4
1359,1359,306,1
1360,1360,63,9
1361,1361,425,3
1362,1362,431,2
1363,1363,260,7
1364,1364,277,8
1365,1365,372,2
1366,1366,117,1
1367,1367,304,9
1368,1368,449,5
1369,1369,43,2
1370,1370,55,9
1371,1371,480,2
1372,1372,448,2
1373,1373,340,9
1374,1374,446,5
1375,1375,438,2
1376,1376,335,8
1377,1377,35,1
1378,1378,275,8
1379,1379,26,8
1380,1380,372,1
1381,1381,64,1
1382,1382,310,5
1383,1383,62,7
1384,1384,480,3
1385,1385,244,2
1386,1386,234,4
1387,1387,138,9
1388,1388,345,3
1389,1389,431,1
1390,1390,93,1
1391,1391,16,2
1392,1392,102,9
1393,1393,343,1
1394,1394,69,2
1395,1395,321,2
1396,1396,188,8
1397,1397,116,8
1398,1398,101,6
1399,1399,402,3
1400,1400,476,3
1401,1401,454,3
1402,1402,3,4
1403,1403,110,2
1404,1404,10,6
1405,1405,345,8
1406,1406,207,4
1407,1407,464,8
1408,1408,119,3
1409,1409,343,6
1410,1410,448,4
1411,1411,440,6
1412,1412,236,2
1413,1413,28,4
1414,1414,96,8
1415,1415,369,5
1416,1416,295,6
1417,1417,1,5
1418,1418,156,5
1419,1419,278,8
1420,1420,305,7
1421,1421,51,5
1422,1422,108,6
1423,1423,326,5
1424,1424,345,4
1425,1425,344,7
1426,1426,24,6
1427,1427,44,1
1428,1428,104,2
1429,1429,156,4
1430,1430,292,2
1431,1431,259,7
1432,1432,158,4
1433,1433,402,1
1434,1434,309,2
1435,1435,80,5
1436,1436,64,9
1437,1437,69,4
1438,1438,315,1
1439,1439,418,4
1440,1440,91,1
1441,1441,358,7
1442,1442,309,9
1443,1443,50,5
1444,1444,228,6
1445,1445,362,8
1446,1446,312,6
1447,1447,119,4
1448,1448,363,7
1449,1449,167,5
1450,1450,243,2
1451,1451,63,4
1452,1452,348,5
1453,1453,468,7
1454,1454,273,9
1455,1455,79,6
1456,1456,27,3
1457,1457,481,3
1458,1458,178,5
1459,1459,175,5
1460,1460,230,6
1461,1461,472,5
1462,1462,125,4
1463,1463,401,2
1464,1464,373,6
1465,1465,129,6
1466,1466,497,1
1467,1467,493,3
1468,1468,332,2
1469,1469,434,9
1470,1470,7,2
1471,1471,166,2
1472,1472,83,7
1473,1473,374,2
1474,1474,340,5
1475,1475,446,7
1476,1476,233,2
1477,1477,179,2
1478,1478,456,7
1479,1479,152,1
1480,1480,14,6
1481,1481,83,6
1482,1482,343,8
1483,1483,242,7
1484,1484,71,5
1485,1485,197,1
1486,1486,287,3
1487,1487,198,8
1488,1488,349,7
1489,1489,177,3
1490,1490,236,3
1491,1491,164,5
1492,1492,493,4
1493,1493,175,2
1494,1494,442,3
1495,1495,52,7
1496,1496,462,1
1497,1497,378,3
1498,1498,199,7
1499,1499,135,3
1500,1500,83,7
1501,1501,331,7
1502,1502,368,2
1503,1503,456,4
1504,1504,372,8
1505,1505,476,9
1506,1506,276,2
1507,1507,373,4
1508,1508,131,5
1509,1509,483,7
1510,1510,163,2
1511,1511,244,5
1512,1512,485,9
1513,1513,241,4
1514,1514,417,9
1515,1515,173,6
1516,1516,92,9
1517,1517,430,2
1518,1518,28,7
1519,1519,439,8
1520,1520,126,6
1521,1521,249,2
1522,1522,293,2
1523,1523,431,1
1524,1524,150,7
1525,1525,261,4
1526,1526,346,9
1527,1527,266,2
1528,1528,436,8
1529,1529,427,9
1530,1530,146,4
1531,1531,477,6
1532,1532,138,1
1533,1533,316,7
1534,1534,116,1
1535,1535,120,7
1536,1536,324,2
1537,1537,162,7
1538,1538,137,8
1539,1539,440,6
1540,1540,320,3
1541,1541,303,9
1542,1542,279,9
1543,1543,187,2
1544,1544,427,1
1545,1545,327,7
1546,1546,376,7
1547,1547,271,8
1548,1548,470,3
1549,1549,301,9
1550,1550,248,8
1551,1551,389,4
1552,1552,248,5
1553,1553,164,5
1554,1554,47,9
1555,1555,334,5
1556,1556,212,3
1557,1557,455,7
1558,1558,494,4
1559,1559,185,4
1560,1560,163,4
1561,1561,372,7
1562,1562,223,1
1563,1563,471,1
1564,1564,204,8
1565,1565,54,7
1566,1566,186,4
1567,1567,234,5
1568,1568,56,5
1569,1569,251,7
1570,1570,303,2
1571,1571,6,9
1572,1572,463,2
1573,1573,482,5
1574,1574,222,7
1575,1575,77,5
1576,1576,273,7
1577,1577,3,8
1578,1578,310,5
1579,1579,223,7
1580,1580,163,4
1581,1581,495,6
1582,1582,463,6
1583,1583,340,8
1584,1584,270,5
1585,1585,356,8
1586,1586,449,4
1587,1587,260,1
1588,1588,212,8
1589,1589,108,3
1590,1590,322,2
1591,1591,78,6
1592,1592,448,7
1593,1593,136,9
1594,1594,212,4
1595,1595,430,9
